SetNo,GameNo,PointNumber,ServerGamesWon,ReceiverGamesWon,ServerScore,ReceiverScore,ServerPointsWon,ReceiverPointsWon,ServerMomentum,ReceiverMomentum,ServerSetsWon,ReceiverSetsWon,GameDiff,SetDiff,PointDiff,MomentumDiff,IsBreakPoint,SetPressure,IsSecondServe,ServerWon
2,3,93,1,1,3,2,49,43,71,51,1,0,0,1,6,20,0,5,1,0
2,5,66,1,3,3,2,22,43,3,85,0,1,-2,-1,-21,-82,0,3,0,0
3,4,168,1,2,2,3,76,91,108,177,0,2,-1,-2,-15,-69,1,4,1,1
1,3,14,1,1,0,1,6,7,10,8,0,0,0,0,-1,2,0,5,0,1
2,5,82,3,1,0,0,41,40,52,58,0,1,2,-1,1,-6,0,3,0,1
4,1,188,0,0,3,3,103,84,157,84,2,1,0,1,19,73,0,6,0,1
3,12,239,5,6,2,1,117,121,103,126,1,1,-1,0,-4,-23,0,0,0,1
3,5,122,3,1,0,1,52,69,56,130,0,2,2,-2,-17,-74,0,3,1,1
2,8,98,2,5,3,1,49,48,74,67,1,0,-3,1,1,7,0,1,1,1
1,6,37,1,4,3,1,15,21,5,29,0,0,-3,0,-6,-24,0,2,1,0
1,9,57,4,4,2,3,28,28,41,41,0,0,0,0,0,0,1,2,0,1
2,1,82,0,0,2,2,40,41,48,63,0,1,0,-1,-1,-15,0,6,0,1
4,6,228,2,3,3,3,102,125,98,187,1,2,-1,-1,-23,-89,0,3,1,1
2,2,65,0,1,2,2,26,38,7,67,0,1,-1,-1,-12,-60,0,5,0,0
2,4,85,1,2,2,0,44,40,69,42,1,0,-1,1,4,27,0,4,0,1
1,5,26,4,0,3,0,21,4,55,1,0,0,4,0,17,54,0,2,1,1
1,6,31,0,5,1,2,8,22,2,53,0,0,-5,0,-14,-51,0,1,0,0
4,10,316,5,4,0,0,154,161,214,226,1,2,1,-1,-7,-12,0,1,1,0
1,5,31,2,2,0,0,16,14,27,17,0,0,0,0,2,10,0,4,0,0
4,7,229,2,4,3,2,114,114,123,150,1,2,-2,-1,0,-27,0,2,1,0
2,4,75,1,2,1,2,39,35,70,32,1,0,-1,1,4,38,0,4,1,1
1,4,25,1,2,3,1,11,13,18,24,0,0,-1,0,-2,-6,0,4,1,1
2,2,61,0,1,3,0,35,25,65,27,1,0,-1,1,10,38,0,5,0,0
1,3,11,1,1,1,0,5,5,10,10,0,0,0,0,0,0,0,5,0,0
2,5,98,2,2,1,2,43,54,23,71,0,1,0,-1,-11,-48,0,4,1,0
2,4,85,1,2,3,0,44,40,82,56,1,0,-1,1,4,26,0,4,1,1
3,4,157,0,3,3,1,68,88,40,147,0,2,-3,-2,-20,-107,0,3,1,1
3,6,177,2,3,1,1,90,86,111,99,1,1,-1,0,4,12,0,3,1,1
1,4,18,1,2,1,1,8,9,13,17,0,0,-1,0,-1,-4,0,4,1,1
2,2,90,0,1,3,1,47,42,88,78,1,0,-1,1,5,10,0,5,1,0
2,3,83,2,0,3,3,42,40,49,52,0,1,2,-1,2,-3,0,4,0,1
3,13,233,6,6,4,2,121,111,175,135,1,1,0,0,10,40,0,0,0,1
3,1,86,0,0,1,1,54,31,122,3,2,0,0,2,23,119,0,6,1,0
2,2,47,0,1,3,0,31,15,58,10,1,0,-1,1,16,48,0,5,1,1
2,3,65,1,1,1,0,37,27,68,23,1,0,0,1,10,45,0,5,0,0
2,5,79,1,3,3,2,31,47,32,95,0,1,-2,-1,-16,-63,0,3,1,0
1,8,37,3,4,1,1,15,21,34,54,0,0,-1,0,-6,-20,0,2,1,1
5,1,328,0,0,3,0,168,159,239,192,2,2,0,0,9,47,0,6,0,1
2,7,101,3,3,2,2,47,53,51,87,0,1,0,-1,-6,-36,0,3,0,1
2,7,99,2,4,1,3,43,55,6,70,0,1,-2,-1,-12,-64,1,2,0,1
1,2,7,0,1,0,0,2,4,1,7,0,0,-1,0,-2,-6,0,5,0,0
2,9,137,4,4,4,3,63,73,95,125,0,1,0,-1,-10,-30,0,2,1,0
4,2,196,0,1,3,2,100,95,195,144,2,1,-1,1,5,51,0,5,0,1
3,13,212,6,6,0,1,112,99,186,115,2,0,0,2,13,71,0,0,0,0
2,1,55,0,0,3,1,24,30,31,66,0,1,0,-1,-6,-35,0,6,1,1
5,2,249,1,0,3,0,124,124,172,159,2,2,1,0,0,13,0,5,0,1
2,2,111,0,1,2,1,52,58,70,99,0,1,-1,-1,-6,-29,0,5,0,1
2,5,97,2,2,2,1,41,55,29,83,0,1,0,-1,-14,-54,0,4,1,0
4,1,240,0,0,1,3,113,126,128,197,1,2,0,-1,-13,-69,1,6,0,1
4,1,203,0,0,3,1,104,98,167,134,2,1,0,1,6,33,0,6,0,1
2,6,97,3,2,2,1,54,42,89,25,1,0,1,1,12,64,0,3,0,1
1,1,5,0,0,2,2,2,2,5,4,0,0,0,0,0,1,0,6,0,0
1,6,36,2,3,1,1,16,19,18,29,0,0,-1,0,-3,-11,0,3,0,0
1,2,8,0,1,1,0,3,4,5,9,0,0,-1,0,-1,-4,0,5,1,0
4,9,218,3,5,0,0,100,117,116,198,1,2,-2,-1,-17,-82,0,1,0,1
1,5,27,4,0,2,0,19,7,51,1,0,0,4,0,12,50,0,2,1,1
3,8,178,5,2,2,1,87,90,98,89,1,1,3,0,-3,9,0,1,1,0
3,4,188,1,2,2,1,92,95,93,115,1,1,-1,0,-3,-22,0,4,1,0
2,4,87,2,1,2,0,47,39,81,40,1,0,1,1,8,41,0,4,0,0
3,7,171,3,3,0,0,73,97,100,198,0,2,0,-2,-24,-98,0,3,0,1
1,5,32,0,4,1,0,12,19,4,25,0,0,-4,0,-7,-21,0,2,0,1
2,6,101,0,5,0,0,42,58,22,99,0,1,-5,-1,-16,-77,0,1,1,0
1,7,36,3,3,2,1,17,18,20,40,0,0,0,0,-1,-20,0,3,1,1
4,5,222,1,3,3,3,107,114,97,163,1,2,-2,-1,-7,-66,0,3,0,0
2,9,101,3,5,3,2,40,60,33,129,0,1,-2,-1,-20,-96,0,1,0,1
4,4,178,0,3,3,0,86,91,118,120,2,1,-3,1,-5,-2,0,3,0,1
3,12,197,5,6,3,3,94,102,73,125,1,1,-1,0,-8,-52,0,0,1,0
2,5,91,1,3,1,0,41,49,44,87,0,1,-2,-1,-8,-43,0,3,1,0
4,4,194,1,2,3,0,88,105,96,174,1,2,-1,-1,-17,-78,0,4,1,1
1,5,35,3,1,1,0,19,15,37,14,0,0,2,0,4,23,0,3,1,1
1,5,21,0,4,0,2,2,18,1,38,0,0,-4,0,-16,-37,0,2,1,1
4,1,186,0,0,3,1,99,86,178,130,2,1,0,1,13,48,0,6,0,0
2,5,63,1,3,1,1,20,42,5,82,0,1,-2,-1,-22,-77,0,3,1,1
3,8,164,2,5,0,0,81,82,91,122,1,1,-3,0,-1,-31,0,1,0,0
1,6,30,4,1,0,2,19,10,44,15,0,0,3,0,9,29,0,2,1,0
2,1,74,0,0,3,0,43,30,64,10,1,0,0,1,13,54,0,6,0,1
1,6,29,2,3,0,0,14,14,16,14,0,0,-1,0,0,2,0,3,0,0
1,3,20,0,2,2,1,8,11,8,21,0,0,-2,0,-3,-13,0,4,1,1
5,3,249,1,1,2,1,124,124,118,121,2,2,0,0,0,-3,0,5,1,0
1,5,28,1,3,2,2,12,15,10,35,0,0,-2,0,-3,-25,0,3,1,1
2,7,98,1,5,1,1,42,55,7,104,0,1,-4,-1,-13,-97,0,1,1,0
1,2,8,0,1,3,0,3,4,5,5,0,0,-1,0,-1,0,0,5,1,0
2,3,47,1,1,0,0,14,32,16,82,0,1,0,-1,-18,-66,0,5,1,0
3,3,144,1,1,0,0,74,69,133,101,1,1,0,0,5,32,0,5,0,0
2,11,157,5,5,2,2,77,79,99,99,1,0,0,1,-2,0,0,1,0,1
2,7,92,5,1,2,0,55,36,114,5,1,0,4,1,19,109,0,1,1,1
1,3,13,1,1,1,1,7,5,14,11,0,0,0,0,2,3,0,5,1,1
1,5,21,1,3,2,0,8,12,5,11,0,0,-2,0,-4,-6,0,3,0,0
2,12,155,5,6,2,1,72,82,59,118,0,1,-1,-1,-10,-59,0,0,1,1
4,1,206,0,0,3,1,102,103,96,115,2,1,0,1,-1,-19,0,6,1,0
2,10,128,5,4,0,0,68,59,124,72,1,0,1,1,9,52,0,1,0,1
1,5,25,2,2,1,3,11,13,11,17,0,0,0,0,-2,-6,1,4,0,1
4,6,222,4,1,0,0,126,95,178,29,2,1,3,1,31,149,0,2,0,1
2,4,100,1,2,1,0,43,56,29,67,0,1,-1,-1,-13,-38,0,4,1,1
2,3,91,2,0,3,3,42,48,38,60,0,1,2,-1,-6,-22,0,4,0,1
1,6,37,3,2,3,2,21,15,27,11,0,0,1,0,6,16,0,3,1,1
2,5,90,1,3,3,3,38,51,27,92,0,1,-2,-1,-13,-65,0,3,1,1
1,4,20,2,1,1,0,12,7,31,17,0,0,1,0,5,14,0,4,1,1
1,3,15,2,0,0,2,9,5,14,8,0,0,2,0,4,6,0,4,1,1
1,6,32,1,4,4,3,11,20,10,44,0,0,-3,0,-9,-34,0,2,1,1
2,13,177,6,6,6,4,90,86,121,114,0,1,0,-1,4,7,0,0,0,1
2,7,94,2,4,1,1,52,41,94,45,1,0,-2,1,11,49,0,2,1,1
2,1,89,0,0,3,2,43,45,56,82,0,1,0,-1,-2,-26,0,6,1,0
2,1,72,0,0,1,0,41,30,60,12,1,0,0,1,11,48,0,6,1,1
1,6,28,3,2,3,1,17,10,28,15,0,0,1,0,7,13,0,3,0,1
3,1,165,3,6,0,0,81,83,77,90,1,1,-3,0,-2,-13,0,0,1,0
2,2,76,0,1,3,2,41,34,45,9,1,0,-1,1,7,36,0,5,0,0
3,4,173,1,2,3,3,84,88,78,103,1,1,-1,0,-4,-25,0,4,0,1
2,13,136,6,6,2,5,56,79,39,112,0,1,0,-1,-23,-73,1,0,1,1
1,5,43,2,2,1,2,20,22,10,15,0,0,0,0,-2,-5,0,4,1,1
1,5,24,2,2,3,0,13,10,25,19,0,0,0,0,3,6,0,4,0,1
1,8,45,3,4,0,0,21,23,13,25,0,0,-1,0,-2,-12,0,2,0,1
2,4,73,2,1,4,3,43,29,75,30,1,0,1,1,14,45,0,4,0,0
1,13,87,6,6,3,6,40,46,59,73,0,0,0,0,-6,-14,1,0,1,0
1,2,6,0,1,0,0,1,4,2,11,0,0,-1,0,-3,-9,0,5,0,1
2,3,77,2,0,3,3,35,41,41,56,0,1,2,-1,-6,-15,0,4,1,0
1,7,45,2,4,1,1,20,24,23,38,0,0,-2,0,-4,-15,0,2,1,1
1,7,39,3,3,2,0,21,17,25,17,0,0,0,0,4,8,0,3,0,1
2,2,76,1,0,4,3,42,33,74,19,1,0,1,1,9,55,0,5,1,1
2,9,107,5,3,2,2,59,47,95,39,1,0,2,1,12,56,0,1,1,1
3,8,169,2,5,2,0,76,92,122,214,1,1,-3,0,-16,-92,0,1,1,1
3,2,129,0,1,2,1,66,62,77,75,1,1,-1,0,4,2,0,5,0,1
1,1,4,0,0,0,3,0,3,1,6,0,0,0,0,-3,-5,1,6,1,0
2,2,69,1,0,3,3,40,28,64,14,1,0,1,1,12,50,0,5,0,1
4,2,190,0,1,0,0,99,90,125,74,2,1,-1,1,9,51,0,5,1,0
2,4,79,0,3,4,3,38,40,41,36,1,0,-3,1,-2,5,0,3,0,0
1,1,7,0,0,3,3,3,3,3,4,0,0,0,0,0,-1,0,6,1,1
4,5,220,3,1,3,4,121,98,216,103,2,1,2,1,23,113,1,3,0,1
1,1,10,0,0,4,3,5,4,12,8,0,0,0,0,1,4,0,6,0,1
1,6,43,3,2,3,4,21,21,46,31,0,0,1,0,0,15,1,3,0,1
3,3,145,1,1,0,1,65,79,72,136,0,2,0,-2,-14,-64,0,5,0,1
3,5,139,1,3,0,0,59,79,47,163,0,2,-2,-2,-20,-116,0,3,1,1
2,1,58,0,0,2,1,25,32,17,56,0,1,0,-1,-7,-39,0,6,1,1
1,7,60,3,3,1,2,29,30,40,45,0,0,0,0,-1,-5,0,3,0,1
4,9,270,4,4,0,1,133,136,116,141,2,1,0,1,-3,-25,0,2,1,0
2,1,88,0,0,1,0,46,41,71,53,1,0,0,1,5,18,0,6,1,0
2,1,87,0,0,0,1,45,41,80,57,1,0,0,1,4,23,0,6,0,1
3,4,115,2,1,1,3,67,47,128,32,2,0,1,2,20,96,1,4,0,1
1,3,16,1,1,2,3,7,8,6,14,0,0,0,0,-1,-8,1,5,0,0
4,9,225,4,4,0,0,106,118,135,190,1,2,0,-1,-12,-55,0,2,0,1
2,7,109,3,3,1,1,51,57,69,109,0,1,0,-1,-6,-40,0,3,1,0
4,3,224,1,1,3,2,109,114,148,186,1,2,0,-1,-5,-38,0,5,1,0
1,11,66,5,5,3,1,35,30,40,32,0,0,0,0,5,8,0,1,0,0
2,8,106,4,3,0,0,57,48,112,59,1,0,1,1,9,53,0,2,0,1
2,1,82,0,0,1,1,36,45,48,94,0,1,0,-1,-9,-46,0,6,1,0
2,4,82,3,0,0,0,49,32,81,1,1,0,3,1,17,80,0,3,1,1
1,11,58,5,5,0,1,27,30,39,50,0,0,0,0,-3,-11,0,1,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,9,0,1,2,0,4,4,4,3,0,0,-1,0,0,1,0,5,1,1
4,9,198,4,4,1,0,95,102,115,165,1,2,0,-1,-7,-50,0,2,1,0
3,12,188,5,6,4,3,83,104,81,195,0,2,-1,-2,-21,-114,0,0,0,0
1,5,23,2,2,0,0,11,11,13,12,0,0,0,0,0,1,0,4,1,0
1,2,9,0,1,1,1,3,5,3,9,0,0,-1,0,-2,-6,0,5,0,0
2,6,80,2,3,1,1,41,38,76,54,1,0,-1,1,3,22,0,3,1,1
2,1,76,0,0,4,3,37,38,35,63,0,1,0,-1,-1,-28,0,6,1,1
3,7,227,4,2,3,3,120,106,189,127,1,1,2,0,14,62,0,2,1,0
3,1,146,0,0,2,1,67,78,82,124,1,1,0,0,-11,-42,0,6,0,1
1,7,38,5,1,0,2,23,14,48,16,0,0,4,0,9,32,0,1,1,1
2,6,89,1,4,2,0,41,47,26,71,0,1,-3,-1,-6,-45,0,2,1,0
1,10,61,4,5,1,3,27,33,30,53,0,0,-1,0,-6,-23,1,1,1,0
1,8,50,3,4,0,0,24,25,38,39,0,0,-1,0,-1,-1,0,2,1,1
1,7,38,3,3,3,1,20,17,42,22,0,0,0,0,3,20,0,3,0,1
1,1,2,0,0,0,1,0,1,1,2,0,0,0,0,-1,-1,0,6,1,1
2,13,162,6,6,7,7,82,79,129,131,0,1,0,-1,3,-2,0,0,0,0
3,8,200,5,2,2,3,106,93,160,109,1,1,3,0,13,51,1,1,0,1
1,5,34,4,0,4,3,22,11,41,4,0,0,4,0,11,37,0,2,0,0
3,8,194,3,4,1,0,99,94,141,106,2,0,-1,2,5,35,0,2,1,0
1,4,32,0,3,0,1,12,19,1,37,0,0,-3,0,-7,-36,0,3,0,0
5,4,289,1,2,0,0,141,147,210,233,2,2,-1,0,-6,-23,0,4,1,1
2,2,97,0,1,3,4,48,48,30,27,1,0,-1,1,0,3,1,5,0,1
1,5,43,2,2,3,3,20,22,19,29,0,0,0,0,-2,-10,0,4,0,1
4,1,159,3,6,0,0,78,80,88,122,1,2,-3,-1,-2,-34,0,0,0,1
1,11,59,5,5,1,1,30,28,34,39,0,0,0,0,2,-5,0,1,1,1
3,6,163,3,2,4,3,89,73,119,33,2,0,1,2,16,86,0,3,1,1
4,3,187,2,0,3,1,92,94,134,133,1,2,2,-1,-2,1,0,4,1,0
2,1,56,3,6,0,0,23,32,23,60,0,1,-3,-1,-9,-37,0,0,0,1
5,9,337,4,4,2,1,167,169,240,260,2,2,0,0,-2,-20,0,2,1,1
2,3,68,1,1,0,0,30,37,30,56,0,1,0,-1,-7,-26,0,5,1,1
2,6,89,1,4,1,1,45,43,69,47,1,0,-3,1,2,22,0,2,1,0
2,7,102,1,5,1,0,42,59,14,103,0,1,-4,-1,-17,-89,0,1,1,0
3,8,182,3,4,3,1,92,89,168,134,1,1,-1,0,3,34,0,2,0,1
2,4,71,1,2,1,1,29,41,19,85,0,1,-1,-1,-12,-66,0,4,0,0
2,6,117,3,2,0,1,63,53,120,76,1,0,1,1,10,44,0,3,0,1
1,3,13,1,1,1,0,6,6,7,12,0,0,0,0,0,-5,0,5,1,1
3,8,135,3,4,2,0,77,57,139,53,2,0,-1,2,20,86,0,2,0,1
2,3,104,1,1,1,2,49,54,70,89,0,1,0,-1,-5,-19,0,5,1,1
3,8,173,5,2,2,2,96,76,173,59,2,0,3,2,20,114,0,1,1,0
1,9,47,3,5,1,2,20,26,20,50,0,0,-2,0,-6,-30,0,1,0,0
1,3,16,1,1,2,3,7,8,6,14,0,0,0,0,-1,-8,1,5,0,1
2,4,75,1,2,3,0,44,30,73,16,1,0,-1,1,14,57,0,4,0,1
1,6,32,3,2,2,2,17,14,25,6,0,0,1,0,3,19,0,3,1,1
2,7,89,4,2,1,2,40,48,24,46,0,1,2,-1,-8,-22,0,2,1,0
2,2,53,0,1,2,3,18,34,15,78,0,1,-1,-1,-16,-63,1,5,0,1
1,3,17,0,2,3,1,7,9,9,18,0,0,-2,0,-2,-9,0,4,0,0
5,6,258,1,4,4,3,120,137,171,245,2,2,-3,0,-17,-74,0,2,1,0
2,4,74,1,2,2,1,41,32,55,16,1,0,-1,1,9,39,0,4,0,1
4,3,210,1,1,0,1,99,110,131,178,1,2,0,-1,-11,-47,0,5,0,0
2,7,116,4,2,2,0,56,59,85,92,0,1,2,-1,-3,-7,0,2,1,0
1,5,30,1,3,3,3,11,18,8,35,0,0,-2,0,-7,-27,0,3,1,1
2,9,120,5,3,2,1,62,57,70,71,0,1,2,-1,5,-1,0,1,0,1
1,6,27,3,2,0,1,14,12,35,15,0,0,1,0,2,20,0,3,0,0
2,9,129,3,5,3,2,59,69,71,120,0,1,-2,-1,-10,-49,0,1,0,0
3,6,143,2,3,0,3,63,79,15,84,0,2,-1,-2,-16,-69,1,3,0,1
2,8,112,3,4,0,0,51,60,66,94,0,1,-1,-1,-9,-28,0,2,0,1
5,8,317,2,5,1,1,154,162,198,219,2,2,-3,0,-8,-21,0,1,1,0
1,3,12,1,1,1,1,6,5,7,12,0,0,0,0,1,-5,0,5,1,1
1,1,6,0,0,3,2,3,2,3,2,0,0,0,0,1,1,0,6,0,0
3,13,213,6,6,0,0,111,101,169,130,1,1,0,0,10,39,0,0,0,1
1,6,39,1,4,0,0,15,23,11,46,0,0,-3,0,-8,-35,0,2,1,0
1,2,11,0,1,3,2,4,6,7,10,0,0,-1,0,-2,-3,0,5,0,1
1,8,45,5,2,3,1,28,16,55,4,0,0,3,0,12,51,0,1,0,1
2,2,66,0,1,2,1,31,34,23,50,0,1,-1,-1,-3,-27,0,5,1,1
4,6,242,2,3,0,1,122,119,197,165,2,1,-1,1,3,32,0,3,0,1
2,7,110,3,3,1,1,59,50,76,36,1,0,0,1,9,40,0,3,1,0
2,6,83,3,2,1,1,51,31,113,21,1,0,1,1,20,92,0,3,1,1
1,11,99,5,5,1,0,50,48,45,36,0,0,0,0,2,9,0,1,0,1
1,5,28,2,2,0,1,14,13,6,12,0,0,0,0,1,-6,0,4,1,0
2,11,126,5,5,2,2,57,68,31,85,0,1,0,-1,-11,-54,0,1,1,0
3,4,185,2,1,1,0,98,86,130,67,1,1,1,0,12,63,0,4,1,1
1,6,44,2,3,3,2,23,20,28,25,0,0,-1,0,3,3,0,3,1,0
3,10,195,5,4,0,3,92,102,117,170,0,2,1,-2,-10,-53,1,1,1,1
3,1,111,0,0,3,4,49,61,57,122,0,2,0,-2,-12,-65,1,6,0,1
1,4,24,1,2,2,0,10,13,15,20,0,0,-1,0,-3,-5,0,4,0,0
4,10,279,4,5,1,3,136,142,197,194,2,1,-1,1,-6,3,1,1,0,1
2,6,83,0,5,3,0,33,49,10,90,0,1,-5,-1,-16,-80,0,1,1,0
3,11,160,5,5,2,0,77,82,103,123,1,1,0,0,-5,-20,0,1,1,1
2,13,156,6,6,6,6,74,81,86,115,0,1,0,-1,-7,-29,0,0,0,1
1,1,3,0,0,2,0,2,0,3,1,0,0,0,0,2,2,0,6,1,1
1,5,28,2,2,3,2,15,12,35,25,0,0,0,0,3,10,0,4,0,1
1,5,27,3,1,2,1,16,10,36,9,0,0,2,0,6,27,0,3,1,1
3,8,168,3,4,0,0,78,89,63,124,1,1,-1,0,-11,-61,0,2,1,1
3,5,235,3,1,4,3,115,119,130,146,0,2,2,-2,-4,-16,0,3,1,1
3,1,133,0,0,3,2,71,61,87,50,1,1,0,0,10,37,0,6,0,0
3,3,149,0,2,3,3,64,84,27,138,0,2,-2,-2,-20,-111,0,4,0,1
2,6,98,4,1,4,3,60,37,105,6,1,0,3,1,23,99,0,2,1,0
2,6,84,2,3,1,2,41,42,92,90,1,0,-1,1,-1,2,0,3,1,0
2,9,125,4,4,2,3,59,65,79,100,0,1,0,-1,-6,-21,1,2,0,1
1,9,50,4,4,0,0,24,25,31,20,0,0,0,0,-1,11,0,2,0,0
1,8,38,4,3,3,0,21,16,50,26,0,0,1,0,5,24,0,2,1,1
1,9,54,5,3,1,2,27,26,48,39,0,0,2,0,1,9,0,1,1,1
4,1,173,4,6,0,0,88,84,42,76,1,2,-2,-1,4,-34,0,0,1,0
1,3,10,1,1,0,0,4,5,11,5,0,0,0,0,-1,6,0,5,1,1
3,8,134,5,2,2,0,82,51,160,33,2,0,3,2,31,127,0,1,0,0
3,7,148,3,3,1,0,74,73,108,97,1,1,0,0,1,11,0,3,1,1
3,9,185,3,5,2,0,86,98,77,154,0,2,-2,-2,-12,-77,0,1,1,1
1,8,46,4,3,0,0,23,22,36,31,0,0,1,0,1,5,0,2,1,1
2,5,68,3,1,0,1,44,23,97,11,1,0,2,1,21,86,0,3,1,1
5,3,253,1,1,3,3,126,126,170,176,2,2,0,0,0,-6,0,5,1,1
5,13,313,6,6,5,6,154,158,224,253,2,2,0,0,-4,-29,1,0,0,1
2,7,130,1,5,1,1,60,69,90,118,1,0,-4,1,-9,-28,0,1,1,0
2,7,101,2,4,0,1,41,59,33,119,0,1,-2,-1,-18,-86,0,2,1,1
5,1,251,0,0,3,4,123,127,187,208,2,2,0,0,-4,-21,1,6,1,1
2,10,94,4,5,0,0,52,41,100,40,1,0,-1,1,11,60,0,1,1,1
2,8,94,3,4,1,0,53,40,114,53,1,0,-1,1,13,61,0,2,0,0
2,2,78,0,1,2,1,43,34,70,29,1,0,-1,1,9,41,0,5,1,1
1,3,20,0,2,2,1,7,12,6,26,0,0,-2,0,-5,-20,0,4,0,1
2,7,87,3,3,2,1,38,48,15,50,0,1,0,-1,-10,-35,0,3,0,0
3,4,166,2,1,3,0,92,73,169,89,2,0,1,2,19,80,0,4,1,1
2,8,113,2,5,1,1,60,52,76,43,1,0,-3,1,8,33,0,1,1,1
3,10,189,4,5,3,0,84,104,77,155,1,1,-1,0,-20,-78,0,1,1,0
3,4,145,2,1,0,0,78,66,130,78,1,1,1,0,12,52,0,4,1,0
1,6,30,2,3,3,0,15,14,29,25,0,0,-1,0,1,4,0,3,1,1
2,3,101,2,0,0,0,55,45,74,27,1,0,2,1,10,47,0,4,1,0
3,3,144,1,1,2,1,69,74,83,123,0,2,0,-2,-5,-40,0,5,1,0
1,2,11,1,0,1,1,6,4,12,2,0,0,1,0,2,10,0,5,0,1
2,2,74,0,1,3,3,37,36,77,53,1,0,-1,1,1,24,0,5,0,1
3,1,133,0,0,3,1,65,67,106,110,1,1,0,0,-2,-4,0,6,1,1
3,2,118,1,0,3,4,50,67,38,110,0,2,1,-2,-17,-72,1,5,1,0
1,1,4,0,0,2,1,2,1,7,1,0,0,0,0,1,6,0,6,1,1
1,7,46,5,1,2,0,31,14,70,1,0,0,4,0,17,69,0,1,1,1
2,9,106,4,4,0,2,46,59,54,112,0,1,0,-1,-13,-58,0,2,1,1
3,1,131,0,0,3,3,58,72,66,143,0,2,0,-2,-14,-77,0,6,1,1
2,5,101,2,2,0,2,53,47,76,53,1,0,0,1,6,23,0,4,0,1
3,9,183,4,4,0,0,92,90,174,144,1,1,0,0,2,30,0,2,0,1
1,2,12,1,0,3,2,7,4,15,2,0,0,1,0,3,13,0,5,0,0
2,2,78,0,1,2,1,32,45,11,67,0,1,-1,-1,-13,-56,0,5,0,0
2,10,113,5,4,2,1,55,57,54,71,0,1,1,-1,-2,-17,0,1,1,0
1,8,51,2,5,3,1,22,28,20,48,0,0,-3,0,-6,-28,0,1,0,0
4,8,266,4,3,2,3,134,131,143,112,1,2,1,-1,3,31,1,2,0,1
4,1,184,0,0,2,0,102,81,158,79,2,1,0,1,21,79,0,6,0,0
2,2,96,0,1,3,3,45,50,35,65,0,1,-1,-1,-5,-30,0,5,0,1
2,8,85,4,3,1,0,48,36,96,35,1,0,1,1,12,61,0,2,1,1
3,3,163,2,0,0,0,81,81,97,109,0,2,2,-2,0,-12,0,4,0,0
2,9,97,3,5,1,0,43,53,44,105,0,1,-2,-1,-10,-61,0,1,0,0
2,1,54,3,6,0,0,22,31,14,52,0,1,-3,-1,-9,-38,0,0,0,0
1,4,18,1,2,1,0,8,9,12,14,0,0,-1,0,-1,-2,0,4,0,1
3,8,170,5,2,3,3,87,82,100,64,1,1,3,0,5,36,0,1,1,0
1,6,35,4,1,0,0,19,15,21,11,0,0,3,0,4,10,0,2,1,1
1,9,43,4,4,0,1,21,21,24,30,0,0,0,0,0,-6,0,2,0,0
1,1,5,0,0,2,2,2,2,4,1,0,0,0,0,0,3,0,6,1,1
1,7,33,4,2,0,0,19,13,41,16,0,0,2,0,6,25,0,2,1,0
3,8,154,3,4,3,2,82,71,144,80,2,0,-1,2,11,64,0,2,0,1
3,6,152,4,1,1,1,87,64,158,44,2,0,3,2,23,114,0,2,1,0
5,13,358,6,6,0,0,178,179,244,238,2,2,0,0,-1,6,0,0,1,1
3,6,133,1,4,2,2,55,77,28,152,0,2,-3,-2,-22,-124,0,2,0,0
5,6,238,3,2,0,2,121,116,253,222,4,2,1,2,5,31,0,3,0,0
4,6,233,1,4,0,3,117,115,167,147,2,1,-3,1,2,20,1,2,1,0
3,9,199,3,5,0,0,101,97,151,141,2,0,-2,2,4,10,0,1,0,0
1,4,25,2,1,3,3,12,12,21,13,0,0,1,0,0,8,0,4,0,0
2,1,46,0,0,1,0,17,28,9,53,0,1,0,-1,-11,-44,0,6,0,0
1,8,38,2,5,2,1,13,24,12,62,0,0,-3,0,-11,-50,0,1,1,1
2,2,46,0,1,2,2,13,32,6,74,0,1,-1,-1,-19,-68,0,5,0,0
3,12,168,5,6,3,2,89,78,174,112,2,0,-1,2,11,62,0,0,0,1
3,2,156,0,1,2,0,72,83,82,146,0,2,-1,-2,-11,-64,0,5,0,1
2,13,131,6,6,2,5,57,73,65,130,0,1,0,-1,-16,-65,1,0,1,0
3,5,180,2,2,4,3,85,94,97,137,1,1,0,0,-9,-40,0,4,1,1
3,9,190,3,5,3,3,95,94,145,134,1,1,-2,0,1,11,0,1,0,1
2,8,122,3,4,2,0,63,58,90,62,1,0,-1,1,5,28,0,2,1,0
1,5,28,2,2,3,2,14,13,16,11,0,0,0,0,1,5,0,4,0,1
3,1,110,0,0,1,0,44,65,36,150,0,2,0,-2,-21,-114,0,6,0,1
3,8,174,3,4,3,4,77,96,63,158,0,2,-1,-2,-19,-95,1,2,1,1
3,2,142,0,1,2,1,67,74,95,135,1,1,-1,0,-7,-40,0,5,1,1
3,2,124,0,1,1,0,70,53,105,11,2,0,-1,2,17,94,0,5,1,1
1,3,17,1,1,3,1,9,7,13,5,0,0,0,0,2,8,0,5,0,1
1,11,65,5,5,4,3,35,29,54,38,0,0,0,0,6,16,0,1,0,1
2,11,129,5,5,4,3,60,68,61,111,0,1,0,-1,-8,-50,0,1,1,1
